Protein,p-value,BV- Avg Count,BV- Avg Transformed Abundance,BV- StDev,BV+ Avg Count,BV+ Avg Transformed Abundance,BV+ StDev,delta
"HLA class I histocompatibility antigen, A-25 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, A-66 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, A-68 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, A-2 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, Cw-7 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, A-29 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"HLA class I histocompatibility antigen, A-43 alpha chain",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
"Putative HLA class I histocompatibility antigen, alpha chain H",0.176048462,0,0,0,0.05,1.05E-05,4.63E-05,0.05
Immunoglobulin lambda variable 3-12,0.176048462,0,0,0,0.05,1.20E-05,5.31E-05,0.05
Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,0.176048462,0,0,0,0.1,2.41E-05,0.000106269,0.1
Short transient receptor potential channel 5,0.176048462,0,0,0,0.05,1.20E-05,5.31E-05,0.05
ADP/ATP translocase 1,0.176048462,0,0,0,0.05,8.69E-06,3.84E-05,0.05
Ubiquitin-conjugating enzyme E2 D2,0.176048462,0,0,0,0.1,2.25E-05,9.92E-05,0.1
Hornerin,0.176048462,0,0,0,0.05,7.80E-06,3.44E-05,0.05
Three prime repair exonuclease 2,0.176048462,0,0,0,0.1,1.56E-05,6.89E-05,0.1
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.176048462,0,0,0,0.1,2.17E-05,9.57E-05,0.1
Heterogeneous nuclear ribonucleoprotein A1-like 2,0.176048462,0,0,0,0.1,2.36E-05,0.000104251,0.1
Myosin-6,0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
Carcinoembryonic antigen-related cell adhesion molecule 6,0.176048462,0,0,0,0.25,5.90E-05,0.000260563,0.25
Immunoglobulin lambda variable 1-44,0.176048462,0,0,0,0.1,2.36E-05,0.000104251,0.1
"Keratin, type II cuticular Hb1",0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
"Keratin, type II cuticular Hb5",0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
"Keratin, type II cuticular Hb6",0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
Putative keratin-87 protein,0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
"Keratin, type II cuticular Hb3",0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
Transketolase-like protein 2,0.176048462,0,0,0,0.05,1.18E-05,5.21E-05,0.05
Glycophorin-E,0.176048462,0,0,0,0.05,1.38E-05,6.08E-05,0.05
Protein/nucleic acid deglycase DJ-1,0.179997266,0.666666667,0.000102351,0.000107288,0.5,0.00010777,0.000186407,-0.166666667
Proteasome subunit beta type-6,0.179997266,0.444444444,6.63E-05,0.000104249,0.8,0.000210463,0.00037279,0.355555556
Peripherin,0.179997266,0.444444444,7.33E-05,0.000113541,0.8,0.000179298,0.000298672,0.355555556
"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0.182302839,0.111111111,1.77E-05,5.15E-05,0.2,4.20E-05,8.63E-05,0.088888889
Metalloproteinase inhibitor 2,0.182302839,0.111111111,1.77E-05,5.15E-05,0.25,5.77E-05,0.000135725,0.138888889
Beta-microseminoprotein,0.182302839,0.444444444,6.61E-05,0.000192368,1.75,0.000278581,0.000641146,1.305555556
Heat shock 70 kDa protein 4L,0.184268266,0.222222222,2.67E-05,7.77E-05,0.05,7.80E-06,3.44E-05,-0.172222222
3-mercaptopyruvate sulfurtransferase,0.184268266,0.222222222,2.67E-05,7.77E-05,0.05,7.01E-06,3.09E-05,-0.172222222
Putative heat shock protein HSP 90-alpha A5,0.184268266,0.111111111,1.63E-05,4.74E-05,0.05,7.01E-06,3.09E-05,-0.061111111
Cystatin-S,0.184268266,0.666666667,9.91E-05,0.000288522,0.1,1.40E-05,6.19E-05,-0.566666667
Nuclear receptor coactivator 5,0.184268266,0.111111111,1.77E-05,5.15E-05,0.05,7.01E-06,3.09E-05,-0.061111111
Putative protein FAM10A5,0.184268266,0.111111111,1.74E-05,5.05E-05,0.05,7.01E-06,3.09E-05,-0.061111111
Sorbitol dehydrogenase,0.184268266,0.222222222,3.09E-05,9.00E-05,0.05,7.80E-06,3.44E-05,-0.172222222
Plasma kallikrein,0.184268266,0.222222222,3.31E-05,9.62E-05,0.05,1.05E-05,4.63E-05,-0.172222222
"Adenylate kinase 2, mitochondrial",0.184268266,0.333333333,5.31E-05,0.000154594,0.05,1.08E-05,4.78E-05,-0.283333333
Ras-related protein Rab-12,0.185787131,0.444444444,6.36E-05,7.38E-05,0.5,0.000116359,0.000157196,0.055555556
Ras-related protein Rab-4A,0.185787131,0.444444444,6.17E-05,7.14E-05,0.5,0.000116359,0.000157196,0.055555556
Coatomer subunit delta,0.188195849,0.444444444,7.03E-05,0.000111969,0.25,5.56E-05,0.000133535,-0.194444444
ADP-ribosylation factor 4,0.188195849,0.444444444,6.63E-05,0.000104249,0.2,4.27E-05,8.83E-05,-0.244444444
60S ribosomal protein L15,0.190288573,1,0.000137031,0.000178169,0.55,0.000102648,0.000155422,-0.45
Immunoglobulin heavy variable 3-21,0.193225949,3.111111111,0.00047894,0.000281455,3.4,0.000831199,0.000778802,0.288888889
"Keratin, type II cytoskeletal 5",0.193255195,298.6666667,0.043348429,0.012336595,231.05,0.048421113,0.017822828,-67.61666667
Histone H2B type 1-N,0.193255195,49,0.007349901,0.003112464,33.95,0.007303918,0.004381653,-15.05
Histone H2B type 1-C/E/F/G/I,0.193255195,51.33333333,0.007691269,0.003357702,35.15,0.007567723,0.004509682,-16.18333333
Histone H2B type 1-H,0.193255195,49.11111111,0.007366154,0.003131393,34,0.00731577,0.004423799,-15.11111111
Peptidyl-prolyl cis-trans isomerase A,0.193255195,21.44444444,0.003243455,0.000787264,13.75,0.002857374,0.001265406,-7.694444444
Carbonyl reductase [NADPH] 1,0.193255195,5.666666667,0.000863226,0.000314515,4.2,0.000895183,0.000675449,-1.466666667
Immunoglobulin heavy constant gamma 4,0.193255195,41.77777778,0.006349138,0.002486935,28.3,0.006145872,0.005014807,-13.47777778
Peroxisomal multifunctional enzyme type 2,0.194209544,0.333333333,4.73E-05,6.98E-05,0.55,0.000124586,0.00025173,0.216666667
Heterogeneous nuclear ribonucleoprotein H,0.194831035,1.111111111,0.000167746,0.0001514,0.65,0.000150889,0.000207238,-0.461111111
"Fumarate hydratase, mitochondrial",0.194831035,0.888888889,0.000139015,0.000215363,0.8,0.000208681,0.000239466,-0.088888889
Glutaredoxin-1,0.196124318,0.666666667,0.000101954,0.000212122,0.2,4.63E-05,0.000123748,-0.466666667
Immunoglobulin kappa variable 2-30,0.197388816,0.666666667,0.000101954,0.000212122,0.55,0.000149312,0.000244447,-0.116666667
Complement factor H,0.197388816,0.777777778,0.000118807,0.000142477,0.75,0.000154332,0.000384514,-0.027777778
Fibulin-1,0.199600961,0.333333333,4.90E-05,0.000100988,1,0.000184088,0.000373329,0.666666667
60S ribosomal protein L7,0.200151621,3.777777778,0.000584669,0.000370588,2.9,0.000555893,0.000583475,-0.877777778
3-hydroxyacyl-CoA dehydrogenase type-2,0.200933573,0.444444444,7.12E-05,0.000115177,0.55,0.000140422,0.000232365,0.105555556
Immunoglobulin mu heavy chain,0.205747743,3.444444444,0.000510301,0.000747873,5.85,0.001346357,0.002155806,2.405555556
Pregnancy zone protein,0.206597544,1.555555556,0.000234202,0.000344008,1.45,0.000360188,0.000540489,-0.105555556
Caspase-14,0.210563036,0.222222222,2.67E-05,7.77E-05,0.8,0.000132643,0.000390982,0.577777778
Immunoglobulin heavy variable 4-31,0.210563036,0.222222222,4.01E-05,0.000116737,0.6,0.000126126,0.000297586,0.377777778
Immunoglobulin heavy variable 4-4,0.210563036,0.222222222,4.01E-05,0.000116737,0.6,0.000126126,0.000297586,0.377777778
Immunoglobulin heavy variable 4-30-2,0.210563036,0.222222222,4.01E-05,0.000116737,0.6,0.000126126,0.000297586,0.377777778
Prostate-specific antigen,0.210563036,2.111111111,0.000313714,0.000913041,4,0.000665122,0.00192436,1.888888889
60S acidic ribosomal protein P0,0.21062059,1.888888889,0.000278943,0.000197811,2,0.000421766,0.000447826,0.111111111
Immunoglobulin kappa variable 3D-7,0.211658928,2,0.000303216,3.31E-05,1.3,0.000311473,0.000307597,-0.7
Desmoglein-1,0.212202551,11.66666667,0.001632557,0.001233969,14.3,0.002633767,0.002490009,2.633333333
Putative heat shock 70 kDa protein 7,0.212202551,5.777777778,0.000875803,0.000308926,3.75,0.000769707,0.000433242,-2.027777778
Histone H2B type 2-E,0.212231079,49.66666667,0.007462591,0.003203528,35.05,0.007552198,0.004511097,-14.61666667
Histone H2B type 2-F,0.212231079,46,0.006909376,0.002809015,33.55,0.007214483,0.004347323,-12.45
Histone H2B type 1-O,0.212231079,47.44444444,0.007137379,0.002989123,33.9,0.007300243,0.004424894,-13.54444444
Histone H2A type 2-C,0.212231079,36.11111111,0.005443185,0.002243551,23.55,0.005431386,0.003276026,-12.56111111
14-3-3 protein theta,0.212231079,11.44444444,0.001705213,0.000720231,8.15,0.001820717,0.000993048,-3.294444444
Semenogelin-1,0.216761099,57.44444444,0.008338607,0.023611706,23.45,0.003980555,0.015298324,-33.99444444
Macrophage migration inhibitory factor,0.221126745,3.444444444,0.000510117,0.000240742,2.9,0.0006844,0.000684736,-0.544444444
Hypoxanthine-guanine phosphoribosyltransferase,0.224322625,0.444444444,6.78E-05,0.000130492,0.5,0.000154594,0.000313778,0.055555556
60S ribosomal protein L10a,0.225607268,0.444444444,6.82E-05,0.000131344,0.4,6.49E-05,0.000183845,-0.044444444
Angiotensinogen,0.225607268,0.666666667,0.000100874,0.000194318,0.25,5.52E-05,0.000140688,-0.416666667
Calpain-1 catalytic subunit,0.227599208,1.888888889,0.000284484,0.000239797,2.15,0.000488218,0.000535514,0.261111111
tRNA-splicing ligase RtcB homolog,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,7.01E-06,3.09E-05,-0.061111111
Nuclear mitotic apparatus protein 1,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,9.46E-06,4.18E-05,-0.061111111
Calpain small subunit 2,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Diacylglycerol kinase zeta,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,8.69E-06,3.84E-05,-0.061111111
WASH complex subunit 4,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,7.01E-06,3.09E-05,-0.061111111
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Putative histone H3.X,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.05E-05,4.62E-05,-0.061111111
Histone H3.Y,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.05E-05,4.62E-05,-0.061111111
Endoplasmic reticulum resident protein 44,0.227785489,0.111111111,1.34E-05,3.89E-05,0.1,1.40E-05,6.19E-05,-0.011111111
Dehydrodolichyl diphosphate synthase complex subunit NUS1,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.19E-05,5.25E-05,-0.061111111
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,8.81E-06,3.89E-05,-0.061111111
NADPH--cytochrome P450 reductase,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,9.46E-06,4.18E-05,-0.061111111
SAM and SH3 domain-containing protein 1,0.227785489,0.111111111,1.34E-05,3.89E-05,0.05,1.19E-05,5.25E-05,-0.061111111
26S proteasome regulatory subunit 4,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,8.52E-06,3.76E-05,-0.061111111
DNA transposase THAP9,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Disks large homolog 1,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.05E-05,4.63E-05,-0.061111111
SLIT-ROBO Rho GTPase-activating protein 3,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,3.22E-05,0.00014219,-0.061111111
Casein kinase II subunit alpha,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Casein kinase II subunit alpha 3,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Unconventional myosin-XVIIIb,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.22E-05,5.38E-05,-0.061111111
Sorting nexin-33,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.69E-06,4.28E-05,-0.061111111
X-ray repair cross-complementing protein 6,0.227785489,0.111111111,1.64E-05,4.77E-05,0.1,1.40E-05,6.19E-05,-0.011111111
Inositol hexakisphosphate kinase 2,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Receptor-type tyrosine-protein phosphatase zeta,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.05E-05,4.62E-05,-0.061111111
U5 small nuclear ribonucleoprotein 200 kDa helicase,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.05E-05,4.63E-05,-0.061111111
Probable ATP-dependent RNA helicase DDX5,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,1.18E-05,5.21E-05,-0.061111111
Zinc finger C3H1 domain-containing protein,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.46E-06,4.18E-05,-0.061111111
Kelch-like protein 26,0.227785489,0.111111111,1.64E-05,4.77E-05,0.05,9.46E-06,4.18E-05,-0.061111111
Corticosteroid-binding globulin,0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,1.05E-05,4.63E-05,-0.061111111
N-acetylmuramoyl-L-alanine amidase,0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,1.25E-05,5.52E-05,-0.061111111
Regulation of nuclear pre-mRNA domain-containing protein 2,0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,1.05E-05,4.62E-05,-0.061111111
"Spectrin beta chain, non-erythrocytic 4",0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Protein S100-A4,0.227785489,0.111111111,1.63E-05,4.74E-05,0.25,6.25E-05,0.000275724,0.138888889
"Tyrosine--tRNA ligase, cytoplasmic",0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,1.38E-05,6.08E-05,-0.061111111
Apoptosis-associated speck-like protein containing a CARD,0.227785489,0.111111111,1.63E-05,4.74E-05,0.1,2.36E-05,0.000104251,-0.011111111
Suppressor of tumorigenicity 7 protein,0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,7.80E-06,3.44E-05,-0.061111111
Zinc finger protein 585A,0.227785489,0.111111111,1.63E-05,4.74E-05,0.05,9.46E-06,4.18E-05,-0.061111111
Protein transport protein Sec23A,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.19E-05,5.25E-05,-0.061111111
E3 ubiquitin-protein ligase HECW2,0.227785489,0.111111111,1.55E-05,4.50E-05,0.05,1.19E-05,5.25E-05,-0.061111111
Ral GTPase-activating protein subunit alpha-2,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,3.22E-05,0.00014219,-0.061111111
Oviduct-specific glycoprotein,0.227785489,0.444444444,6.94E-05,0.000202009,0.2,5.47E-05,0.000241558,-0.244444444
Fibroblast growth factor receptor 4,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Glutathione S-transferase kappa 1,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Fibronectin type-III domain-containing protein 3A,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.37E-05,6.04E-05,-0.061111111
Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.68E-05,7.42E-05,-0.061111111
Histone-lysine N-methyltransferase 2A,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.68E-05,7.42E-05,-0.061111111
Immunoglobulin lambda variable 5-45,0.227785489,0.111111111,1.74E-05,5.05E-05,0.15,3.75E-05,0.000165463,0.038888889
Immunoglobulin lambda variable 5-39,0.227785489,0.111111111,1.74E-05,5.05E-05,0.15,3.75E-05,0.000165463,0.038888889
"Elongation factor Tu, mitochondrial",0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.25E-05,5.52E-05,-0.061111111
Early endosome antigen 1,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.25E-05,5.52E-05,-0.061111111
Protein TANC2,0.227785489,0.111111111,1.65E-05,4.81E-05,0.05,1.25E-05,5.52E-05,-0.061111111
Mitochondrial intermediate peptidase,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,1.22E-05,5.38E-05,-0.061111111
Acidic amino acid decarboxylase GADL1,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.22E-05,5.38E-05,-0.061111111
Zinc finger and BTB domain-containing protein 34,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.22E-05,5.38E-05,-0.061111111
Rho guanine nucleotide exchange factor 18,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.22E-05,5.38E-05,-0.061111111
Creatine kinase B-type,0.227785489,0.111111111,1.74E-05,5.05E-05,0.15,2.64E-05,0.000116621,0.038888889
Coiled-coil domain-containing protein 93,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,8.81E-06,3.89E-05,-0.061111111
Serine/arginine repetitive matrix protein 2,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.05E-05,4.63E-05,-0.061111111
Protein FAM186A,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.05E-05,4.63E-05,-0.061111111
Retinitis pigmentosa 9 protein,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.05E-05,4.62E-05,-0.061111111
AT-rich interactive domain-containing protein 5B,0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,9.46E-06,4.18E-05,-0.061111111
"Dihydrofolate reductase 2, mitochondrial",0.227785489,0.111111111,1.85E-05,5.39E-05,0.05,1.05E-05,4.62E-05,-0.061111111
TRIO and F-actin-binding protein,0.227785489,0.111111111,1.55E-05,4.50E-05,0.05,1.20E-05,5.31E-05,-0.061111111
Nebulette,0.227785489,0.111111111,1.55E-05,4.50E-05,0.05,1.05E-05,4.63E-05,-0.061111111
PDZ domain-containing protein 2,0.227785489,0.111111111,1.55E-05,4.50E-05,0.05,9.46E-06,4.18E-05,-0.061111111
Zinc finger protein 215,0.227785489,0.111111111,1.55E-05,4.50E-05,0.05,1.20E-05,5.31E-05,-0.061111111
Ribosomal biogenesis protein LAS1L,0.227785489,0.111111111,1.65E-05,4.81E-05,0.05,8.52E-06,3.76E-05,-0.061111111
Cell division control protein 6 homolog,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,8.52E-06,3.76E-05,-0.061111111
Immunoglobulin kappa variable 1-12,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,1.05E-05,4.63E-05,-0.061111111
Immunoglobulin kappa variable 1D-12,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,1.05E-05,4.63E-05,-0.061111111
Pigment epithelium-derived factor,0.227785489,0.222222222,3.47E-05,0.000101015,0.1,2.10E-05,9.25E-05,-0.122222222
Coactosin-like protein,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,1.20E-05,5.31E-05,-0.061111111
Serine/threonine-protein kinase BRSK1,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.20E-05,5.31E-05,-0.061111111
GRB10-interacting GYF protein 2,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.20E-05,5.31E-05,-0.061111111
Short transient receptor potential channel 4,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.20E-05,5.31E-05,-0.061111111
ATP-binding cassette sub-family A member 12,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.12E-05,4.96E-05,-0.061111111
Protein SFI1 homolog,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.05E-05,4.62E-05,-0.061111111
Fibroblast growth factor receptor 3,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,1.38E-05,6.08E-05,-0.061111111
Vesicle transport protein USE1,0.227785489,0.111111111,2.01E-05,5.84E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Chitinase-3-like protein 1,0.227785489,0.111111111,1.74E-05,5.05E-05,0.1,1.94E-05,8.55E-05,-0.011111111
UHRF1-binding protein 1,0.227785489,0.111111111,1.65E-05,4.81E-05,0.05,9.69E-06,4.28E-05,-0.061111111
Intercellular adhesion molecule 5,0.227785489,0.111111111,1.65E-05,4.81E-05,0.05,7.80E-06,3.44E-05,-0.061111111
Rap guanine nucleotide exchange factor 2,0.227785489,0.111111111,1.65E-05,4.81E-05,0.05,8.69E-06,3.84E-05,-0.061111111
Dynein heavy chain domain-containing protein 1,0.227785489,0.111111111,1.74E-05,5.05E-05,0.05,1.38E-05,6.08E-05,-0.061111111
Midasin,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.08E-05,4.78E-05,-0.061111111
Centrosomal protein of 152 kDa,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.18E-05,5.21E-05,-0.061111111
"Sarcosine dehydrogenase, mitochondrial",0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.38E-05,6.08E-05,-0.061111111
Interferon-induced protein 44,0.227785489,0.111111111,1.77E-05,5.15E-05,0.05,1.18E-05,5.21E-05,-0.061111111
Filamin-A,0.228728908,1.666666667,0.000250412,0.000484983,1.05,0.000234791,0.000383946,-0.616666667
Heterogeneous nuclear ribonucleoprotein H2,0.228728908,0.888888889,0.000134119,0.000152413,0.55,0.000127273,0.000195563,-0.338888889
Proteasome subunit beta type-3,0.228728908,0.444444444,6.85E-05,7.90E-05,0.75,0.000205094,0.000310368,0.305555556
Vimentin,0.228892294,9.222222222,0.001455279,0.001848812,6.9,0.001522664,0.002025503,-2.322222222
Fibrinogen gamma chain,0.230700517,13.22222222,0.002013677,0.003481622,6.75,0.001556122,0.002197654,-6.472222222
Desmocollin-3,0.231286122,2.666666667,0.00040173,0.000205679,1.9,0.000389267,0.000332645,-0.766666667
Alpha-actinin-1,0.23197839,8.555555556,0.001307452,0.000552336,6.3,0.001317963,0.001183235,-2.255555556
Extracellular matrix protein 1,0.232226319,15.44444444,0.0023883,0.001712462,9.15,0.001933865,0.001012073,-6.294444444
Annexin A3,0.232226319,6.444444444,0.001013337,0.001160843,5.65,0.001285064,0.001458666,-0.794444444
Tubulin beta-4A chain,0.232253825,28.77777778,0.004316357,0.00166521,19.15,0.003832476,0.002240879,-9.627777778
Histone H2B type 1-M,0.232253825,46.44444444,0.006977321,0.002834182,33.65,0.007233742,0.004282719,-12.79444444
Tubulin beta-3 chain,0.232253825,12.88888889,0.001934172,0.000447085,8.25,0.001676858,0.000982613,-4.638888889
"Dynein light chain 2, cytoplasmic",0.237196567,0.666666667,0.000107379,0.000141545,0.7,0.000154483,0.000191064,0.033333333
"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",0.237196567,0.666666667,0.000106737,0.000137493,0.7,0.00014178,0.000162193,0.033333333
Proteasome activator complex subunit 1,0.240276942,0.333333333,5.49E-05,8.03E-05,0.2,4.13E-05,8.52E-05,-0.133333333
Immunoglobulin heavy variable 5-10-1,0.240276942,0.444444444,7.10E-05,0.000111773,0.35,0.000104551,0.000257775,-0.094444444
Dehydrogenase/reductase SDR family member 1,0.240276942,0.333333333,5.17E-05,7.55E-05,0.25,4.72E-05,0.000101792,-0.083333333
40S ribosomal protein S20,0.241241574,0.222222222,3.25E-05,9.47E-05,0.25,4.48E-05,9.63E-05,0.027777778
TPT1-like protein,0.241241574,0.222222222,3.25E-05,9.47E-05,0.25,5.04E-05,0.000118313,0.027777778
Annexin A8,0.242377298,4,0.000573161,0.000425086,2.25,0.000598172,0.000811142,-1.75
Putative beta-actin-like protein 3,0.242619589,30.33333333,0.004620215,0.001405494,21.75,0.004780993,0.002609449,-8.583333333
40S ribosomal protein S8,0.250084478,2.666666667,0.000400444,0.000346178,2.9,0.000584901,0.00058858,0.233333333
Phosphatidylethanolamine-binding protein 1,0.250084478,3.111111111,0.000474643,0.000524421,3.15,0.000637776,0.000618618,0.038888889
26S proteasome regulatory subunit 6B,0.250695206,0.333333333,4.81E-05,0.0001036,0.4,7.60E-05,0.000129946,0.066666667
Inter-alpha-trypsin inhibitor heavy chain H2,0.250695206,4.333333333,0.00065246,0.001110772,1.65,0.000384464,0.000967035,-2.683333333
Antithrombin-III,0.252132255,1.777777778,0.000259912,0.000461474,1.55,0.000341999,0.000845722,-0.227777778
Fatty acid synthase,0.253023719,7.888888889,0.001165387,0.000464266,5.4,0.001059342,0.000839199,-2.488888889
"Actin, cytoplasmic 2",0.25328586,212.6666667,0.031996299,0.009989647,163.1,0.035559105,0.014746599,-49.56666667
Histone H2B type F-S,0.25328586,43.55555556,0.006524785,0.002706913,30.95,0.006697991,0.00421404,-12.60555556
POTE ankyrin domain family member J,0.25328586,18.55555556,0.002839789,0.001308328,13.7,0.003056975,0.002684615,-4.855555556
Carcinoembryonic antigen-related cell adhesion molecule 5,0.25328586,2.666666667,0.000405536,0.000191993,2.55,0.000648251,0.000620763,-0.116666667
40S ribosomal protein S2,0.25442676,0.222222222,3.19E-05,6.23E-05,0.65,0.000113958,0.00021464,0.427777778
Grancalcin,0.25442676,0.222222222,3.49E-05,6.73E-05,0.75,0.000174091,0.000369106,0.527777778
60S ribosomal protein L18,0.257446774,0.666666667,8.22E-05,0.000193858,0.3,4.93E-05,0.000125165,-0.366666667
Annexin A6,0.257446774,0.333333333,5.32E-05,0.00010837,0.35,7.57E-05,0.000261759,0.016666667
Hexokinase-1,0.257446774,0.333333333,5.09E-05,0.00010719,0.15,3.10E-05,7.48E-05,-0.183333333
Haptoglobin-related protein,0.259861342,8.888888889,0.001337555,0.00191961,6.85,0.001608643,0.002302646,-2.038888889
Kallikrein-12,0.260141572,1.333333333,0.00020547,0.000253653,2.2,0.000406247,0.000615712,0.866666667
"ATP synthase subunit d, mitochondrial",0.260141572,1,0.000151688,0.000172541,0.65,0.000127632,0.000174747,-0.35
Mucin-21,0.263211075,1.222222222,0.000176613,0.00022758,1.35,0.000267396,0.000365685,0.127777778
Ras-related protein Rab-1A,0.263271724,2.555555556,0.000387452,0.000256681,1.5,0.000352697,0.000329915,-1.055555556
Voltage-dependent anion-selective channel protein 2,0.263271724,4.111111111,0.000625815,0.000374033,3.15,0.000930746,0.001571653,-0.961111111
"Dynein light chain 1, cytoplasmic",0.265778835,1.222222222,0.000182368,0.000150354,0.8,0.000168495,0.000199799,-0.422222222
Fascin,0.266129872,0.444444444,6.19E-05,0.000101664,0.45,9.63E-05,0.000147191,0.005555556
Kallikrein-11,0.268497173,0.555555556,8.72E-05,0.000105599,0.7,0.000132155,0.000176291,0.144444444
Protein S100-A6,0.272274611,3.888888889,0.000586721,0.00027902,3.55,0.000824786,0.001109901,-0.338888889
